id,i,name_tokens,ingredient_tokens,steps_tokens,techniques,calorie_level,ingredient_ids
10442,10847,"[40480, 20366, 22942, 40481]","[[1353], [1430, 7961], [19414], [15022], [16954, 10734], [24329, 26285], [652, 25, 3035, 11959, 10734], [20745, 1055, 1561], [1430, 8828, 16361], [796, 964], [4933, 10448], [6953], [1430, 15341], [25845, 8111, 11332], [1430, 827, 6591], [563, 2654, 5581, 5317]]","[40480, 40482, 2030, 1353, 485, 246, 14057, 500, 246, 1719, 5082, 40478, 40482, 4846, 481, 1430, 11434, 260, 5598, 260, 9467, 1073, 559, 750, 875, 488, 18115, 2525, 485, 32093, 40478, 40482, 4846, 19414, 240, 15022, 240, 16954, 10734, 240, 24329, 26285, 488, 652, 25, 3035, 11959, 10734, 40478, 40482, 9467, 485, 7087, 862, 40478, 40482, 4846, 20745, 1055, 1561, 240, 8828, 16361, 240, 796, 964, 240, 4933, 240, 6953, 240, 15341, 240, 25845, 8111, 488, 5317, 40478, 40482, 2030, 485, 246, 14057, 674, 18115, 485, 246, 32093, 562, 281, 1808, 40478, 40482, 2548, 488, 8658, 746, 10308, 40478, 40482, 1563, 811, 589, 498, 481, 4739, 488, 29649, 1412, 556, 481, 4933, 10448, 40478, 40482, 492, 2525, 488, 4103, 715, 1845, 16476, 40478, 40482, 7372, 640, 30645, 4785, 6821, 16999, 9689, 5333, 978, 24451, 11007, 21453, 31184, 17729, 40478, 40481]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2,"[7655, 3495, 5010, 3184, 7233, 1504, 7946, 5324, 3478, 1563, 393, 6270, 3497, 1119, 3502, 7402]"
244024,31372,"[40480, 3137, 19811, 556, 578, 1490, 6089, 40481]","[[19811], [1564, 650], [19642, 15022, 796, 964], [592, 5552, 23488], [2507, 6444], [28, 14769, 1922, 245], [20323, 3674], [978, 3204, 26285], [10444, 6020], [6953, 488, 11332]]","[40480, 40482, 1082, 19811, 504, 246, 16153, 40478, 40482, 1082, 6089, 16126, 500, 246, 7932, 488, 3033, 485, 12172, 40478, 40482, 8240, 715, 19811, 488, 5463, 645, 10114, 40478, 40481]","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,"[7213, 1049, 6122, 2148, 800, 3951, 384, 6009, 5006, 6276]"
121218,38819,"[40480, 2032, 19888, 629, 3, 915, 23512, 745, 40481]","[[629, 3, 915, 23512, 745], [11868, 19888], [8780], [3137, 734, 5612], [15022, 796, 964], [13249, 7524], [5867, 24176], [6953], [11332]]","[40480, 40482, 5539, 629, 3, 915, 23512, 745, 5175, 485, 7720, 6054, 40478, 40482, 8676, 240, 500, 246, 1719, 28058, 240, 4835, 836, 19888, 500, 8780, 562, 282, 1571, 522, 1073, 19888, 1300, 3390, 40478, 40482, 4846, 481, 734, 5612, 240, 15022, 240, 13249, 7524, 240, 24176, 240, 6953, 488, 11332, 40478, 40482, 5539, 488, 9467, 562, 280, 1571, 522, 1073, 15022, 544, 4941, 40478, 40482, 9933, 629, 3, 915, 23512, 745, 40478, 40482, 1495, 556, 19888, 9019, 40478, 40481]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,"[2592, 4661, 840, 2856, 3203, 4253, 1257, 6270, 5319]"
263549,93787,"[40480, 7363, 252, 6250, 5147, 8102, 40481]","[[2732, 260, 1892, 12395, 40118, 25808], [17918], [31950, 17169], [6812], [5940]]","[40480, 40482, 4756, 6812, 666, 5186, 5024, 488, 7087, 1281, 556, 246, 11236, 498, 5940, 40478, 40482, 1072, 481, 17918, 488, 17169, 500, 754, 1074, 5186, 13714, 40478, 40482, 9458, 260, 2525, 246, 19527, 6847, 556, 670, 246, 14245, 663, 3652, 1435, 498, 6020, 40478, 40482, 4309, 7931, 481, 25808, 2808, 556, 246, 5089, 38308, 12245, 6674, 40478, 40482, 925, 881, 512, 35009, 6953, 504, 481, 12395, 669, 13280, 507, 240, 522, 481, 6250, 5147, 2237, 812, 604, 664, 14601, 40478, 40482, 1584, 609, 704, 13714, 649, 620, 271, 17918, 240, 8441, 7087, 240, 17169, 40478, 40482, 3135, 704, 38308, 4780, 25808, 500, 17918, 240, 674, 481, 8441, 9019, 240, 488, 1009, 481, 17169, 40478, 40482, 14046, 688, 609, 500, 481, 6020, 5802, 600, 640, 3746, 488, 2507, 40478, 40481]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",2,"[1142, 2683, 728, 2499, 4717]"
290137,20468,"[40480, 12038, 34058, 8294, 40481]","[[6913, 7933], [1430, 12038, 5355], [21453], [15022, 796, 964], [16954, 16064], [8300, 19811], [4739, 1964, 5867, 24176], [1353], [6167, 7, 4344, 6741], [6167, 20323], [6167, 734, 5612], [7307, 1286, 260, 1964, 15657], [3137, 34058]]","[40480, 40482, 7933, 246, 1719, 19351, 10906, 556, 6913, 7933, 40478, 40482, 2507, 12038, 240, 19414, 240, 488, 15022, 715, 11868, 2525, 1073, 664, 1872, 3390, 40478, 40482, 4846, 5040, 16126, 488, 9467, 862, 40478, 40482, 2030, 485, 246, 14057, 240, 18115, 2525, 488, 32093, 670, 7379, 1571, 40478, 40481]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,"[1786, 3549, 5010, 3203, 7229, 3943, 1257, 7655, 2320, 2212, 2324, 5219, 2898]"
115826,125346,"[40480, 9467, 14046, 611, 265, 1277, 253, 40481]","[[611, 265, 1277, 253], [10444, 6020], [5867, 24176], [21453], [978, 11332, 14071], [30295, 240, 7524, 498], [15022, 796, 964], [878, 940, 10848], [6953]]","[40480, 40482, 727, 13, 773, 1845, 40478, 40482, 4846, 10444, 6020, 240, 21453, 240, 10848, 240, 15022, 240, 6953, 488, 978, 11332, 14071, 240, 4835, 836, 562, 246, 1026, 1571, 40478, 40482, 4846, 5867, 24176, 488, 13249, 7524, 40478, 40482, 4846, 611, 265, 1277, 253, 488, 9467, 504, 1583, 5802, 1256, 40478, 40481]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,"[674, 5006, 1257, 5010, 5975, 4302, 3203, 4741, 6270]"
479421,77963,"[40480, 38450, 5082, 9623, 5867, 16454, 7898, 40481]","[[5867, 16454, 7898], [1641, 1345, 4972], [6913, 7933], [32669, 9414], [9230, 789, 607], [12423, 5, 4465, 746, 7524], [26377], [978, 11332, 14071], [7304, 24329, 26285], [5379, 3171], [13249, 7524], [4017]]","[40480, 40482, 7933, 6913, 7933, 500, 38450, 5082, 2000, 488, 2695, 40478, 40482, 5507, 1183, 16454, 3261, 500, 246, 8654, 498, 1641, 1345, 4972, 40478, 40482, 4846, 16454, 7898, 485, 481, 38450, 5082, 240, 17940, 737, 498, 1641, 1345, 4972, 714, 500, 566, 8556, 40478, 40482, 4846, 10848, 9414, 40478, 40482, 500, 246, 5024, 240, 9467, 589, 16126, 2303, 9230, 789, 607, 40478, 40482, 5539, 504, 954, 287, 260, 292, 1808, 40478, 40482, 5867, 994, 2082, 811, 481, 3870, 488, 580, 9649, 822, 40478, 40482, 655, 994, 580, 664, 3390, 3184, 40478, 40482, 9933, 10734, 666, 4835, 39587, 40478, 40482, 5539, 715, 954, 2525, 1073, 507, 6033, 485, 8963, 40478, 40482, 4846, 9230, 789, 607, 488, 5539, 1073, 20559, 670, 284, 1571, 40478, 40482, 4103, 10734, 1412, 556, 5867, 40478, 40482, 616, 544, 870, 556, 6878, 488, 246, 9540, 40478, 40481]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",1,"[1267, 5150, 1786, 3269, 1833, 5537, 4544, 5975, 155, 4436, 4253, 3723]"
142753,144970,"[40480, 1769, 821, 1780, 252, 10906, 19642, 11434, 1938, 6183, 40481]","[[1938, 13099, 498, 11434], [589, 260, 4001, 17918], [29471, 484, 6953], [3137, 1430, 1301, 11332], [15022, 8361], [6020], [15022, 796, 964], [19414], [6167, 20930, 510], [11434, 24176], [2832, 978, 3204], [1454, 3699, 19104]]","[40480, 40482, 1233, 10906, 485, 43, 8393, 9378, 250, 40478, 40482, 2525, 9689, 4739, 500, 246, 1719, 19351, 10906, 715, 11868, 260, 1583, 2525, 40478, 40482, 500, 246, 7754, 5465, 7087, 1281, 17918, 240, 29471, 484, 6953, 240, 1301, 11332, 488, 15022, 8361, 40478, 40482, 37926, 481, 1938, 6183, 500, 481, 17918, 9019, 485, 3135, 240, 2552, 811, 775, 16829, 17918, 504, 6183, 40478, 40482, 2507, 481, 6183, 500, 481, 19351, 10906, 1996, 500, 2166, 1601, 1073, 4309, 903, 2324, 504, 589, 2000, 40478, 40482, 6018, 485, 246, 3505, 40478, 40482, 8240, 811, 589, 568, 670, 280, 260, 281, 13020, 11528, 820, 4739, 240, 488, 4846, 500, 481, 19414, 240, 17163, 15022, 488, 20930, 510, 40478, 40482, 4835, 836, 1073, 4309, 903, 2324, 40478, 40482, 4846, 500, 24176, 488, 978, 3204, 40478, 40482, 2030, 485, 246, 14057, 240, 9822, 40478, 40482, 2294, 481, 6183, 485, 481, 19351, 10906, 40478, 40482, 4846, 500, 481, 3137, 1220, 3699, 19104, 40478, 40482, 2454, 556, 246, 3403, 488, 32093, 562, 670, 280, 1808, 240, 522, 1073, 481, 6183, 640, 10114, 13012, 40478, 40482, 7033, 556, 6953, 488, 11332, 485, 3301, 40478, 40482, 8240, 481, 10734, 715, 481, 6183, 40478, 40481]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2,"[6461, 63, 6374, 2816, 3217, 4987, 3203, 5010, 2378, 437, 2445, 7719]"
119500,40003,"[40480, 3511, 15293, 8095, 540, 7073, 1531, 40481]","[[6812], [2568, 21275, 10734], [2568, 21275, 28, 14769, 1922, 245, 10734], [734, 744, 3707, 6821], [17918, 1525, 31894]]","[40480, 40482, 500, 246, 1220, 13733, 5024, 240, 23667, 6812, 488, 2568, 21275, 10734, 40478, 40482, 4846, 481, 6812, 485, 246, 5523, 260, 3261, 6847, 488, 5539, 485, 10114, 2704, 5817, 40478, 40482, 1233, 2913, 40478, 40482, 4309, 13444, 522, 2525, 500, 246, 28058, 566, 17918, 1525, 31894, 40478, 40482, 2933, 1444, 498, 734, 744, 3707, 6821, 504, 18998, 1525, 31894, 40478, 40482, 1082, 6598, 6812, 504, 6821, 488, 35009, 556, 5040, 6821, 504, 8441, 40478, 40482, 1495, 556, 481, 1420, 1525, 31894, 488, 2685, 7409, 481, 2179, 8095, 540, 7073, 1531, 488, 5539, 504, 481, 728, 737, 1073, 6821, 6033, 485, 9423, 40478, 40482, 35009, 556, 2568, 21275, 2056, 10734, 488, 4103, 40478, 40481]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,"[2499, 7049, 7047, 5180, 7258]"
192516,116969,"[40480, 19351, 1924, 644, 708, 479, 24715, 40481]","[[6812], [17918], [5940], [2274, 10841, 6020], [6953], [36374, 3388, 650, 256, 6444], [8780], [13249, 7524]]","[40480, 40482, 729, 2525, 10906, 485, 26641, 488, 1072, 246, 3517, 4230, 28058, 1151, 485, 727, 1845, 40478, 40482, 29369, 522, 2523, 6812, 40478, 40482, 4846, 5940, 488, 6020, 488, 29369, 833, 40478, 40482, 4846, 17918, 488, 6953, 488, 29369, 963, 862, 40478, 40482, 6018, 28058, 617, 10906, 240, 9423, 8780, 488, 13770, 485, 3135, 2179, 3334, 293, 7133, 2000, 556, 246, 2405, 4886, 7039, 500, 481, 8780, 294, 40478, 40482, 8240, 500, 22306, 589, 491, 1098, 40478, 40482, 2294, 485, 10906, 488, 19007, 562, 9982, 260, 7379, 1571, 260, 507, 535, 1198, 595, 485, 580, 834, 3746, 2507, 504, 481, 16981, 260, 488, 1598, 921, 246, 1026, 4816, 485, 2216, 599, 6937, 498, 2704, 5817, 512, 649, 1432, 556, 704, 10906, 488, 6847, 40478, 40482, 6018, 488, 4103, 491, 1098, 1325, 11462, 556, 7633, 13249, 35844, 488, 19907, 556, 36374, 3388, 483, 535, 6444, 40478, 40482, 249, 636, 825, 512, 635, 1529, 246, 1994, 8034, 522, 26855, 5465, 568, 604, 538, 1275, 507, 1291, 40478, 40481]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",1,"[2499, 2683, 4717, 1043, 6270, 1689, 840, 4253]"
347413,78023,"[40480, 5598, 1626, 274, 16200, 40481]","[[39127, 14516], [22800, 8619], [501, 29702], [19811], [978, 11332], [1366, 272, 10107], [827, 6591], [6953]]","[40480, 40482, 13866, 13018, 267, 15207, 39127, 14516, 240, 22800, 7327, 240, 488, 501, 29702, 562, 282, 1808, 40478, 40482, 4846, 589, 16126, 485, 2044, 37453, 488, 4086, 1073, 557, 3866, 557, 10114, 40478, 40482, 2933, 551, 504, 917, 19589, 5070, 240, 6647, 3612, 609, 5367, 240, 522, 26332, 2405, 488, 22651, 746, 562, 670, 10361, 1808, 40478, 40482, 861, 15152, 292, 1808, 512, 759, 1892, 481, 17729, 485, 10114, 3338, 488, 7409, 40478, 40481]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,"[6937, 714, 70, 7213, 5974, 2678, 2007, 6270]"
46632,83437,"[40480, 5317, 35673, 2169, 3071, 3450, 40481]","[[23618, 20613, 7087], [5523, 260, 27217, 23618, 2169, 3071, 3450], [4087, 2531, 598, 5940, 8361], [1430, 15341]]","[40480, 40482, 23667, 589, 16126, 500, 246, 1719, 5024, 40478, 40482, 9467, 1073, 862, 16343, 40478, 40482, 2961, 500, 531, 3048, 2240, 10807, 40478, 40482, 485, 4103, 271, 9467, 280, 34745, 3, 3696, 666, 292, 18410, 1845, 2169, 40478, 40482, 18645, 271, 670, 281, 3026, 2169, 3071, 3450, 40478, 40481]","[0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,"[5677, 4937, 3886, 3497]"
137575,173110,"[40480, 7250, 10994, 20503, 1738, 2627, 40481]","[[19781, 20503], [21453], [9230, 4366], [17918], [8441], [1061, 494, 813, 2141]]","[40480, 40482, 1189, 20503, 488, 9933, 8400, 40478, 40482, 1082, 7063, 20503, 500, 13733, 5024, 488, 26147, 13241, 556, 246, 7158, 40478, 40482, 4846, 21453, 240, 8289, 4366, 240, 17918, 240, 1061, 494, 813, 2141, 240, 488, 8441, 40478, 40482, 9467, 1073, 862, 16343, 40478, 40482, 3852, 481, 9019, 666, 1738, 2627, 670, 481, 3338, 498, 531, 8453, 11924, 522, 1101, 40478, 40482, 5539, 500, 6020, 500, 28058, 715, 11868, 2525, 1073, 903, 2324, 504, 1183, 737, 40478, 40482, 1300, 1098, 1000, 19527, 40478, 40481]","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,"[1017, 5010, 1831, 2683, 2499, 4623]"
292113,130368,"[40480, 14965, 954, 926, 499, 2011, 18594, 11606, 40481]","[[3567, 4739, 9514, 4914], [11197, 260, 4739, 1061, 494, 813, 2141], [6167, 18594, 10968], [4087, 878, 940, 21453], [6167, 734, 5612, 14071]]","[40480, 40482, 500, 1220, 5024, 240, 23667, 589, 16126, 40478, 40482, 12172, 862, 40478, 40482, 4103, 2198, 522, 8658, 746, 1793, 1808, 485, 12172, 29433, 40478, 40482, 4103, 556, 21086, 17869, 592, 6790, 40478, 40481]","[0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,"[6654, 4623, 2258, 3891, 2325]"
130527,96298,"[40480, 1286, 2176, 15657, 40481]","[[529, 4511, 246, 6821], [17869, 24176], [8780], [6953], [11332], [39327, 12903], [12519, 25, 573, 10825], [3484, 23841], [4787, 22075, 488, 21570], [629, 3, 915, 23512, 745], [21028, 19811], [7386, 7327], [734, 744, 3707, 6821], [20323, 3674]]","[40480, 40482, 715, 1583, 2525, 2525, 246, 1719, 5082, 498, 1353, 485, 11468, 40478, 40482, 1000, 1353, 544, 13528, 609, 240, 500, 246, 2044, 37453, 673, 944, 18618, 2338, 240, 24176, 240, 8780, 240, 6953, 488, 11332, 488, 674, 8240, 666, 246, 1719, 6255, 5024, 40478, 40482, 4846, 15657, 485, 11468, 1353, 240, 861, 284, 1571, 4846, 11488, 488, 3427, 6913, 1073, 15657, 544, 1256, 40478, 40482, 9933, 862, 40478, 40482, 8263, 15657, 556, 11488, 488, 481, 9072, 10734, 40478, 40482, 4846, 19811, 240, 7386, 7327, 240, 734, 744, 3707, 488, 20323, 488, 8263, 833, 40478, 40481]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",2,"[6085, 7550, 840, 6270, 5319, 222, 8021, 7987, 3050, 2592, 3365, 5407, 5180, 384]"
414317,169914,"[40480, 28077, 36845, 556, 19811, 1454, 3204, 488, 1301, 30142, 40481]","[[1220, 28077], [10444, 6020], [21453], [19811], [15022, 796, 964], [978, 11332], [2832, 1454, 3204], [4933, 10448], [3137, 20930, 510, 1357], [30474], [6953, 488, 11332], [1301, 30142], [13249, 36, 965], [13249, 7524], [3295, 10448, 734, 5612]]","[40480, 40482, 8654, 481, 28077, 3465, 260, 2903, 666, 5657, 240, 649, 21453, 5657, 40478, 40482, 2525, 867, 13020, 23028, 498, 10444, 6020, 500, 246, 4835, 241, 6847, 488, 14046, 481, 28077, 240, 7413, 6641, 240, 562, 284, 1571, 40478, 40482, 6018, 481, 28077, 240, 488, 1233, 2913, 40478, 40482, 4846, 1007, 13020, 9082, 498, 10444, 6020, 485, 481, 6847, 488, 4835, 241, 481, 19414, 1073, 2022, 240, 568, 595, 14785, 40478, 40482, 4846, 481, 19811, 240, 15022, 240, 488, 20745, 494, 31732, 240, 488, 5539, 5895, 1571, 40478, 40482, 2294, 481, 28077, 485, 481, 6847, 240, 488, 4846, 481, 3204, 240, 4933, 10448, 240, 20930, 510, 240, 488, 30474, 40478, 40482, 7033, 556, 6953, 488, 11332, 40478, 40482, 2454, 240, 488, 32093, 1073, 481, 28077, 544, 4941, 240, 11083, 1571, 40478, 40482, 6018, 481, 1845, 11332, 488, 481, 4933, 10448, 40478, 40482, 9467, 500, 481, 30142, 488, 13249, 36, 965, 488, 3423, 485, 5539, 14917, 485, 18115, 481, 20483, 240, 5895, 1571, 40478, 40482, 481, 5465, 994, 580, 1741, 15314, 240, 568, 595, 649, 246, 8294, 40478, 40482, 30057, 500, 803, 13249, 7524, 40478, 40482, 3301, 240, 488, 9806, 481, 29471, 855, 40478, 40482, 10553, 485, 246, 2107, 6255, 5024, 240, 21033, 715, 481, 734, 5612, 240, 488, 4103, 556, 24215, 5339, 40478, 40481]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",1,"[6550, 5006, 5010, 7213, 3203, 5974, 2461, 393, 2911, 6238, 6276, 588, 4284, 4253, 2672]"
20347,113319,"[40480, 925, 2339, 26265, 26855, 40481]","[[1454, 5339], [30645, 4785, 6821], [16771, 6821], [2056, 21453], [2056, 11332], [19811], [6812], [5940], [734, 5612], [2832, 23488], [6953], [11332], [9689]]","[40480, 40482, 26023, 14218, 7877, 272, 291, 6847, 40478, 40482, 9154, 5339, 22118, 500, 2695, 498, 5465, 40478, 40482, 8556, 6821, 240, 2056, 19414, 240, 2056, 11332, 240, 19104, 488, 19811, 504, 1495, 498, 5339, 40478, 40482, 500, 1719, 5024, 240, 23667, 6812, 240, 5940, 240, 488, 29471, 855, 40478, 40482, 7087, 862, 40478, 40482, 8240, 8441, 9019, 715, 5339, 240, 488, 35009, 9689, 13241, 715, 1495, 40478, 40482, 2454, 488, 8658, 746, 10308, 40478, 40482, 2525, 10906, 485, 43, 42, 46, 250, 9378, 40478, 40482, 19007, 14917, 8393, 485, 15936, 1571, 522, 1073, 2732, 544, 1233, 40478, 40482, 851, 1229, 5895, 1571, 781, 6255, 40478, 40481]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,"[7714, 1168, 7033, 6335, 3440, 7213, 2499, 4717, 5185, 2430, 6270, 5319, 298]"
16472,125802,"[40480, 1767, 702, 5317, 5409, 40481]","[[5317, 5409, 7087], [6812], [6020], [1353], [2548, 8797], [2654, 5581, 34904, 5940], [19411, 31757], [16453, 7023, 2320]]","[40480, 40482, 19007, 481, 5409, 1490, 481, 2394, 6874, 500, 246, 2706, 26107, 6847, 40478, 40482, 1072, 481, 5409, 504, 246, 1719, 16153, 40478, 40482, 669, 481, 5409, 544, 1256, 488, 1000, 843, 1845, 240, 13361, 6388, 556, 246, 7158, 40478, 40482, 8240, 2654, 5581, 34904, 5940, 715, 481, 1845, 5409, 260, 507, 812, 15207, 4550, 40478, 40482, 2548, 40478, 40482, 8240, 19411, 31757, 715, 1495, 498, 5409, 488, 2933, 2548, 8797, 715, 481, 1495, 40478, 40482, 35009, 556, 481, 6945, 16453, 5639, 40478, 40481]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",1,"[912, 2499, 4987, 7655, 1789, 7022, 1076, 954]"
117848,62277,"[40480, 5867, 20994, 38450, 5082, 40481]","[[1657, 5867, 6285], [4914, 498, 5867, 8294], [2832, 13326], [8780], [2056, 19414], [20994, 8361], [6953], [11332], [9649, 6878]]","[40480, 40482, 1892, 5867, 666, 1220, 2399, 488, 1082, 500, 38450, 5082, 40478, 40482, 4846, 589, 5040, 16126, 2303, 6878, 40478, 40482, 2454, 240, 5539, 1583, 280, 277, 278, 280, 485, 282, 1808, 40478, 40482, 4103, 715, 1845, 6878, 40478, 40481]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,"[7820, 1917, 2451, 840, 6335, 2022, 6270, 5319, 1746]"
